Date,isStart,isEnd,Aurora,Bataan,Bulacan,Nueva Ecija,Pampanga,Tarlac,Zambales,Angeles,Olongapo,Batangas,Cavite,Laguna,Rizal,Quezon,Caloocan,Las Pinas,Makati,Malabon,Mandaluyong,Manila,Marikina,Muntinlupa,Navotas,Paranaque,Pasay,Pasig,Pateros,Quezon City,San Juan,Taguig,Valenzuela,Bohol,Cebu,Negros Oriental,Siquijor,Cebu City,Lapu-lapu City,Mandaue City,Davao del Norte,Davao del Sur,Davao Oriental,Davao Occidental,Davao de Oro,Davao City,day_of_week,month,day_of_month,day_of_year,day_name,Aurora Q Code,Bataan Q Code,Bulacan Q Code,Nueva Ecija Q Code,Pampanga Q Code,Tarlac Q Code,Zambales Q Code,Angeles Q Code,Olongapo Q Code,Batangas Q Code,Cavite Q Code,Rizal Q Code,Laguna Q Code,Quezon Q Code,Caloocan Q Code,Las Pinas Q Code,Makati Q Code,Malabon Q Code,Mandaluyong Q Code,Manila Q Code,Marikina Q Code,Muntinlupa Q Code,Navotas Q Code,Paranaque Q Code,Pasay Q Code,Pasig Q Code,Pateros Q Code,Quezon City Q Code,San Juan Q Code,Taguig Q Code,Valenzuela Q Code,Bohol Q Code,Cebu Q Code,Negros Oriental Q Code,Siquijor Q Code,Cebu City Q Code,Lapu-lapu City Q Code,Mandaue City Q Code,Davao de Oro Q Code,Davao del Norte Q Code,Davao del Sur Q Code,Davao Occidental Q Code,Davao Oriental Q Code,Davao City Q Code,mode,mode Q Code,region_iii_mode,region_iii_mode Q Code,region_iva_mode,region_iva_mode Q Code,region_ncr_mode,region_ncr_mode Q Code,region_vii_mode,region_vii_mode Q Code,region_xi_mode,region_xi_mode Q Code
2020-05-06,False,False,GCQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,NONE,NONE,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,GCQ,ECQ,GCQ,GCQ,ECQ,NONE,NONE,ECQ,GCQ,GCQ,GCQ,ECQ,ECQ,2,5,6,127,Wednesday,2,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,2,4,0,0,4,4,2,2,2,4,ECQ,4,ECQ,4,ECQ,4,ECQ,4,GCQ,2,ECQ,4
2020-05-07,False,False,GCQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,NONE,NONE,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,GCQ,ECQ,GCQ,GCQ,ECQ,NONE,NONE,ECQ,GCQ,GCQ,GCQ,ECQ,ECQ,3,5,7,128,Thursday,2,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,2,4,0,0,4,4,2,2,2,4,ECQ,4,ECQ,4,ECQ,4,ECQ,4,GCQ,2,ECQ,4
2020-05-08,False,False,GCQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,NONE,NONE,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,GCQ,ECQ,GCQ,GCQ,ECQ,NONE,NONE,ECQ,GCQ,GCQ,GCQ,ECQ,ECQ,4,5,8,129,Friday,2,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,2,4,0,0,4,4,2,2,2,4,ECQ,4,ECQ,4,ECQ,4,ECQ,4,GCQ,2,ECQ,4
2020-05-09,False,False,GCQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,NONE,NONE,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,GCQ,ECQ,GCQ,GCQ,ECQ,NONE,NONE,ECQ,GCQ,GCQ,GCQ,ECQ,ECQ,5,5,9,130,Saturday,2,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,2,4,0,0,4,4,2,2,2,4,ECQ,4,ECQ,4,ECQ,4,ECQ,4,GCQ,2,ECQ,4
2020-05-10,False,False,GCQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,NONE,NONE,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,GCQ,ECQ,GCQ,GCQ,ECQ,NONE,NONE,ECQ,GCQ,GCQ,GCQ,ECQ,ECQ,6,5,10,131,Sunday,2,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,2,4,0,0,4,4,2,2,2,4,ECQ,4,ECQ,4,ECQ,4,ECQ,4,GCQ,2,ECQ,4
2020-05-11,False,False,GCQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,NONE,NONE,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,GCQ,ECQ,GCQ,GCQ,ECQ,NONE,NONE,ECQ,GCQ,GCQ,GCQ,ECQ,ECQ,0,5,11,132,Monday,2,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,2,4,0,0,4,4,2,2,2,4,ECQ,4,ECQ,4,ECQ,4,ECQ,4,GCQ,2,ECQ,4
2020-05-12,False,False,GCQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,NONE,NONE,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,GCQ,ECQ,GCQ,GCQ,ECQ,NONE,NONE,ECQ,GCQ,GCQ,GCQ,ECQ,ECQ,1,5,12,133,Tuesday,2,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,2,4,0,0,4,4,2,2,2,4,ECQ,4,ECQ,4,ECQ,4,ECQ,4,GCQ,2,ECQ,4
2020-05-13,False,False,GCQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,NONE,NONE,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,GCQ,ECQ,GCQ,GCQ,ECQ,NONE,NONE,ECQ,GCQ,GCQ,GCQ,ECQ,ECQ,2,5,13,134,Wednesday,2,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,2,4,0,0,4,4,2,2,2,4,ECQ,4,ECQ,4,ECQ,4,ECQ,4,GCQ,2,ECQ,4
2020-05-14,False,False,GCQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,NONE,NONE,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,GCQ,ECQ,GCQ,GCQ,ECQ,NONE,NONE,ECQ,GCQ,GCQ,GCQ,ECQ,ECQ,3,5,14,135,Thursday,2,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,2,4,0,0,4,4,2,2,2,4,ECQ,4,ECQ,4,ECQ,4,ECQ,4,GCQ,2,ECQ,4
2020-05-15,False,False,GCQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,NONE,NONE,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,GCQ,ECQ,GCQ,GCQ,ECQ,NONE,NONE,ECQ,GCQ,GCQ,GCQ,ECQ,ECQ,4,5,15,136,Friday,2,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,2,4,0,0,4,4,2,2,2,4,ECQ,4,ECQ,4,ECQ,4,ECQ,4,GCQ,2,ECQ,4
2020-05-16,True,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,GCQ,GCQ,MECQ,GCQ,GCQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,GCQ,GCQ,GCQ,GCQ,MECQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,5,5,16,137,Saturday,0,0,0,0,0,0,0,0,0,2,2,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,3,2,2,2,2,2,2,2,2,ECQ,4,NONE,0,GCQ,2,ECQ,4,GCQ,2,GCQ,2
2020-05-17,False,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,GCQ,GCQ,MECQ,GCQ,GCQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,GCQ,GCQ,GCQ,GCQ,MECQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,6,5,17,138,Sunday,0,0,0,0,0,0,0,0,0,2,2,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,3,2,2,2,2,2,2,2,2,ECQ,4,NONE,0,GCQ,2,ECQ,4,GCQ,2,GCQ,2
2020-05-18,False,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,GCQ,GCQ,MECQ,GCQ,GCQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,GCQ,GCQ,GCQ,GCQ,MECQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,0,5,18,139,Monday,0,0,0,0,0,0,0,0,0,2,2,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,3,2,2,2,2,2,2,2,2,ECQ,4,NONE,0,GCQ,2,ECQ,4,GCQ,2,GCQ,2
2020-05-19,False,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,GCQ,GCQ,MECQ,GCQ,GCQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,GCQ,GCQ,GCQ,GCQ,MECQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,1,5,19,140,Tuesday,0,0,0,0,0,0,0,0,0,2,2,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,3,2,2,2,2,2,2,2,2,ECQ,4,NONE,0,GCQ,2,ECQ,4,GCQ,2,GCQ,2
2020-05-20,False,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,GCQ,GCQ,MECQ,GCQ,GCQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,GCQ,GCQ,GCQ,GCQ,MECQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,2,5,20,141,Wednesday,0,0,0,0,0,0,0,0,0,2,2,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,3,2,2,2,2,2,2,2,2,ECQ,4,NONE,0,GCQ,2,ECQ,4,GCQ,2,GCQ,2
2020-05-21,False,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,GCQ,GCQ,MECQ,GCQ,GCQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,GCQ,GCQ,GCQ,GCQ,MECQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,3,5,21,142,Thursday,0,0,0,0,0,0,0,0,0,2,2,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,3,2,2,2,2,2,2,2,2,ECQ,4,NONE,0,GCQ,2,ECQ,4,GCQ,2,GCQ,2
2020-05-22,False,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,GCQ,GCQ,MECQ,GCQ,GCQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,GCQ,GCQ,GCQ,GCQ,MECQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,4,5,22,143,Friday,0,0,0,0,0,0,0,0,0,2,2,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,3,2,2,2,2,2,2,2,2,ECQ,4,NONE,0,GCQ,2,ECQ,4,GCQ,2,GCQ,2
2020-05-23,False,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,GCQ,GCQ,MECQ,GCQ,GCQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,GCQ,GCQ,GCQ,GCQ,MECQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,5,5,23,144,Saturday,0,0,0,0,0,0,0,0,0,2,2,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,3,2,2,2,2,2,2,2,2,ECQ,4,NONE,0,GCQ,2,ECQ,4,GCQ,2,GCQ,2
2020-05-24,False,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,GCQ,GCQ,MECQ,GCQ,GCQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,GCQ,GCQ,GCQ,GCQ,MECQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,6,5,24,145,Sunday,0,0,0,0,0,0,0,0,0,2,2,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,3,2,2,2,2,2,2,2,2,ECQ,4,NONE,0,GCQ,2,ECQ,4,GCQ,2,GCQ,2
2020-05-25,False,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,GCQ,GCQ,MECQ,GCQ,GCQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,GCQ,GCQ,GCQ,GCQ,MECQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,0,5,25,146,Monday,0,0,0,0,0,0,0,0,0,2,2,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,3,2,2,2,2,2,2,2,2,ECQ,4,NONE,0,GCQ,2,ECQ,4,GCQ,2,GCQ,2
2020-05-26,False,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,GCQ,GCQ,MECQ,GCQ,GCQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,GCQ,GCQ,GCQ,GCQ,MECQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,1,5,26,147,Tuesday,0,0,0,0,0,0,0,0,0,2,2,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,3,2,2,2,2,2,2,2,2,ECQ,4,NONE,0,GCQ,2,ECQ,4,GCQ,2,GCQ,2
2020-05-27,False,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,GCQ,GCQ,MECQ,GCQ,GCQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,GCQ,GCQ,GCQ,GCQ,MECQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,2,5,27,148,Wednesday,0,0,0,0,0,0,0,0,0,2,2,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,3,2,2,2,2,2,2,2,2,ECQ,4,NONE,0,GCQ,2,ECQ,4,GCQ,2,GCQ,2
2020-05-28,False,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,GCQ,GCQ,MECQ,GCQ,GCQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,GCQ,GCQ,GCQ,GCQ,MECQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,3,5,28,149,Thursday,0,0,0,0,0,0,0,0,0,2,2,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,3,2,2,2,2,2,2,2,2,ECQ,4,NONE,0,GCQ,2,ECQ,4,GCQ,2,GCQ,2
2020-05-29,False,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,GCQ,GCQ,MECQ,GCQ,GCQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,GCQ,GCQ,GCQ,GCQ,MECQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,4,5,29,150,Friday,0,0,0,0,0,0,0,0,0,2,2,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,3,2,2,2,2,2,2,2,2,ECQ,4,NONE,0,GCQ,2,ECQ,4,GCQ,2,GCQ,2
2020-05-30,False,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,GCQ,GCQ,MECQ,GCQ,GCQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,GCQ,GCQ,GCQ,GCQ,MECQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,5,5,30,151,Saturday,0,0,0,0,0,0,0,0,0,2,2,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,3,2,2,2,2,2,2,2,2,ECQ,4,NONE,0,GCQ,2,ECQ,4,GCQ,2,GCQ,2
2020-05-31,False,True,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,GCQ,GCQ,MECQ,GCQ,GCQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,ECQ,GCQ,GCQ,GCQ,GCQ,MECQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,6,5,31,152,Sunday,0,0,0,0,0,0,0,0,0,2,2,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,3,2,2,2,2,2,2,2,2,ECQ,4,NONE,0,GCQ,2,ECQ,4,GCQ,2,GCQ,2
2020-06-01,True,False,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,GCQ,MGCQ,MGCQ,MGCQ,MGCQ,MGCQ,GCQ,0,6,1,153,Monday,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,GCQ,2,GCQ,2,GCQ,2,GCQ,2,GCQ,2,MGCQ,1
